"path","name","extension","directory","size_bytes","last_modified"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\ai-failed.invalid.json","ai-failed.invalid.json",".json","components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads","990","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\blog-draft-approval.valid.json","blog-draft-approval.valid.json",".json","components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads","2205","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\email-draft-approval.valid.json","email-draft-approval.valid.json",".json","components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads","2403","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\missing-ai-result.invalid.json","missing-ai-result.invalid.json",".json","components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads","676","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\missing-reviewer.invalid.json","missing-reviewer.invalid.json",".json","components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads","1036","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\workflows\c4-m-core-ai-draft-approval-pipeline-v1.json","c4-m-core-ai-draft-approval-pipeline-v1.json",".json","components\cat-4\c4-m-ai-draft-approval-pipeline\workflows","12191","2026-05-25 20:57:35"
"components\cat-4\c4-t-ocr-document-processing-pipeline\README.md","README.md",".md","components\cat-4\c4-t-ocr-document-processing-pipeline","6394","2026-05-26 19:31:03"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-document-processing-not-requested.json","error-document-processing-not-requested.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","618","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-missing-file.json","error-missing-file.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","582","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-oversized-file.json","error-oversized-file.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","743","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-unsupported-extension.json","error-unsupported-extension.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","794","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","688","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-image-receipt-ocr.json","success-image-receipt-ocr.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","1967","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-pdf-needs-ocr.json","success-pdf-needs-ocr.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","2149","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-pdf-text-ready.json","success-pdf-text-ready.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","2111","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-txt-ready.json","success-txt-ready.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples","2053","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\document-processing-not-requested.invalid.json","document-processing-not-requested.invalid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","649","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\image-receipt-ocr.valid.json","image-receipt-ocr.valid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","1422","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\missing-file.invalid.json","missing-file.invalid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","536","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\oversized-file.invalid.json","oversized-file.invalid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","1029","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\pdf-needs-ocr.valid.json","pdf-needs-ocr.valid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","1438","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\pdf-text-ready.valid.json","pdf-text-ready.valid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","1627","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\txt-ready.valid.json","txt-ready.valid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","1577","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\unsupported-extension.invalid.json","unsupported-extension.invalid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","1019","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads","678","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\workflows\c4-t-core-ocr-document-processing-pipeline-v1.json","c4-t-core-ocr-document-processing-pipeline-v1.json",".json","components\cat-4\c4-t-ocr-document-processing-pipeline\workflows","17706","2026-05-26 19:26:03"
"components\cat-5\c5-a-basic-dashboard-view\README.md","README.md",".md","components\cat-5\c5-a-basic-dashboard-view","357","2026-05-25 18:27:55"
"components\cat-5\c5-b-client-portal-table\README.md","README.md",".md","components\cat-5\c5-b-client-portal-table","370","2026-05-25 18:27:55"
"components\cat-5\c5-c-reporting-data-model\README.md","README.md",".md","components\cat-5\c5-c-reporting-data-model","382","2026-05-25 18:27:55"
"components\cat-5\c5-d-kpi-summary-builder\README.md","README.md",".md","components\cat-5\c5-d-kpi-summary-builder","359","2026-05-25 18:27:55"
"components\cat-5\c5-e-manual-review-queue\README.md","README.md",".md","components\cat-5\c5-e-manual-review-queue","4779","2026-05-25 22:24:17"
"components\cat-5\c5-e-manual-review-queue\output-samples\error-review-not-requested.json","error-review-not-requested.json",".json","components\cat-5\c5-e-manual-review-queue\output-samples","565","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-5\c5-e-manual-review-queue\output-samples","653","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-approval-review.json","success-approval-review.json",".json","components\cat-5\c5-e-manual-review-queue\output-samples","1462","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-consent-review.json","success-consent-review.json",".json","components\cat-5\c5-e-manual-review-queue\output-samples","1530","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-error-retry-review.json","success-error-retry-review.json",".json","components\cat-5\c5-e-manual-review-queue\output-samples","1552","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-possible-duplicate-review.json","success-possible-duplicate-review.json",".json","components\cat-5\c5-e-manual-review-queue\output-samples","1537","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\test-payloads\approval-review.valid.json","approval-review.valid.json",".json","components\cat-5\c5-e-manual-review-queue\test-payloads","1069","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\consent-review.valid.json","consent-review.valid.json",".json","components\cat-5\c5-e-manual-review-queue\test-payloads","1019","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\error-retry-review.valid.json","error-retry-review.valid.json",".json","components\cat-5\c5-e-manual-review-queue\test-payloads","1123","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\possible-duplicate-review.valid.json","possible-duplicate-review.valid.json",".json","components\cat-5\c5-e-manual-review-queue\test-payloads","1118","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\review-not-requested.invalid.json","review-not-requested.invalid.json",".json","components\cat-5\c5-e-manual-review-queue\test-payloads","654","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-5\c5-e-manual-review-queue\test-payloads","636","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\workflows\c5-e-core-manual-review-queue-v1.json","c5-e-core-manual-review-queue-v1.json",".json","components\cat-5\c5-e-manual-review-queue\workflows","12064","2026-05-25 22:21:50"
"components\cat-5\c5-l-file-preview\README.md","README.md",".md","components\cat-5\c5-l-file-preview","363","2026-05-25 21:39:26"
"components\cat-5\c5-t-export-reports\README.md","README.md",".md","components\cat-5\c5-t-export-reports","366","2026-05-25 21:39:26"
"components\cat-5\c5-w-automation-status-control-table\README.md","README.md",".md","components\cat-5\c5-w-automation-status-control-table","4755","2026-05-25 18:39:23"
"components\cat-5\c5-w-automation-status-control-table\output-samples\error-missing-input.json","error-missing-input.json",".json","components\cat-5\c5-w-automation-status-control-table\output-samples","321","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-completed-lead-status.json","success-completed-lead-status.json",".json","components\cat-5\c5-w-automation-status-control-table\output-samples","1405","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-error-logged-status.json","success-error-logged-status.json",".json","components\cat-5\c5-w-automation-status-control-table\output-samples","1477","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-manual-review-status.json","success-manual-review-status.json",".json","components\cat-5\c5-w-automation-status-control-table\output-samples","1385","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-pending-approval-status.json","success-pending-approval-status.json",".json","components\cat-5\c5-w-automation-status-control-table\output-samples","1509","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\completed-lead-status.valid.json","completed-lead-status.valid.json",".json","components\cat-5\c5-w-automation-status-control-table\test-payloads","1003","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\error-logged-status.valid.json","error-logged-status.valid.json",".json","components\cat-5\c5-w-automation-status-control-table\test-payloads","1258","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\manual-review-status.valid.json","manual-review-status.valid.json",".json","components\cat-5\c5-w-automation-status-control-table\test-payloads","754","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\missing-input.invalid.json","missing-input.invalid.json",".json","components\cat-5\c5-w-automation-status-control-table\test-payloads","142","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\pending-approval-status.valid.json","pending-approval-status.valid.json",".json","components\cat-5\c5-w-automation-status-control-table\test-payloads","1202","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\workflows\c5-w-core-automation-status-control-table-v1.json","c5-w-core-automation-status-control-table-v1.json",".json","components\cat-5\c5-w-automation-status-control-table\workflows","10425","2026-05-25 18:34:22"
"components\cat-5\c5-x-kpi-monitoring-threshold-alert-engine\README.md","README.md",".md","components\cat-5\c5-x-kpi-monitoring-threshold-alert-engine","396","2026-05-25 18:27:55"
"components\cat-6\c6-a-workflow-audit-checker\README.md","README.md",".md","components\cat-6\c6-a-workflow-audit-checker","394","2026-05-25 16:51:36"
"components\cat-6\c6-b-error-pattern-library\README.md","README.md",".md","components\cat-6\c6-b-error-pattern-library","374","2026-05-25 16:51:36"
"components\cat-6\c6-c-api-auth-debugger\README.md","README.md",".md","components\cat-6\c6-c-api-auth-debugger","378","2026-05-25 16:51:36"
"components\cat-6\c6-d-data-mapping-diagnostic\README.md","README.md",".md","components\cat-6\c6-d-data-mapping-diagnostic","393","2026-05-25 16:51:36"
"components\cat-6\c6-e-integration-health-check\README.md","README.md",".md","components\cat-6\c6-e-integration-health-check","388","2026-05-25 16:51:37"
"components\cat-6\c6-f-handoff-documentation-pack\README.md","README.md",".md","components\cat-6\c6-f-handoff-documentation-pack","409","2026-05-25 16:51:37"
"components\cat-6\c6-g-error-log-retry-queue\README.md","README.md",".md","components\cat-6\c6-g-error-log-retry-queue","4366","2026-05-25 17:53:36"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\error-missing-source-error.json","error-missing-source-error.json",".json","components\cat-6\c6-g-error-log-retry-queue\output-samples","764","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\error-source-not-failed.json","error-source-not-failed.json",".json","components\cat-6\c6-g-error-log-retry-queue\output-samples","741","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\success-notification-error-log.json","success-notification-error-log.json",".json","components\cat-6\c6-g-error-log-retry-queue\output-samples","1224","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\success-validation-error-log.json","success-validation-error-log.json",".json","components\cat-6\c6-g-error-log-retry-queue\output-samples","1455","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\success-write-error-log.json","success-write-error-log.json",".json","components\cat-6\c6-g-error-log-retry-queue\output-samples","1267","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\missing-error-object.invalid.json","missing-error-object.invalid.json",".json","components\cat-6\c6-g-error-log-retry-queue\test-payloads","598","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\notification-failed.valid.json","notification-failed.valid.json",".json","components\cat-6\c6-g-error-log-retry-queue\test-payloads","1187","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\success-input.invalid.json","success-input.invalid.json",".json","components\cat-6\c6-g-error-log-retry-queue\test-payloads","581","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\validation-failed.valid.json","validation-failed.valid.json",".json","components\cat-6\c6-g-error-log-retry-queue\test-payloads","1278","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\write-failed.valid.json","write-failed.valid.json",".json","components\cat-6\c6-g-error-log-retry-queue\test-payloads","1208","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\workflows\c6-g-core-error-log-retry-queue-v1.json","c6-g-core-error-log-retry-queue-v1.json",".json","components\cat-6\c6-g-error-log-retry-queue\workflows","9103","2026-05-25 17:41:04"
"docs\assembly-pipeline.md","assembly-pipeline.md",".md","docs","12722","2026-05-25 14:41:36"
"docs\component-catalog.md","component-catalog.md",".md","docs","76493","2026-05-26 22:26:23"
"docs\component-readiness-matrix.md","component-readiness-matrix.md",".md","docs","13143","2026-05-26 22:09:39"
"docs\platform-architecture-classification.md","platform-architecture-classification.md",".md","docs","7753","2026-05-26 22:08:36"
"docs\universal-automation-roadmap.md","universal-automation-roadmap.md",".md","docs","6660","2026-05-26 22:10:19"
"templates\p0\README.md","README.md",".md","templates\p0","801","2026-05-27 10:09:01"
"templates\p1\README.md","README.md",".md","templates\p1","508","2026-05-27 10:09:01"
