"path","role","proposed_action","reason","size_bytes","last_modified"
"components\cat-4\c4-b-ai-extraction-parser\output-samples\success-missing-required-fields.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2357","2026-05-26 12:17:41"
"components\cat-4\c4-b-ai-extraction-parser\output-samples\success-support-text.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2283","2026-05-26 12:17:41"
"components\cat-4\c4-b-ai-extraction-parser\test-payloads\extraction-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","797","2026-05-26 11:56:24"
"components\cat-4\c4-b-ai-extraction-parser\test-payloads\inbound-lead-text.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1959","2026-05-26 11:56:24"
"components\cat-4\c4-b-ai-extraction-parser\test-payloads\missing-client-profile.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","609","2026-05-26 11:56:24"
"components\cat-4\c4-b-ai-extraction-parser\test-payloads\missing-raw-text.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","787","2026-05-26 11:56:24"
"components\cat-4\c4-b-ai-extraction-parser\test-payloads\missing-required-fields.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1570","2026-05-26 11:56:24"
"components\cat-4\c4-b-ai-extraction-parser\test-payloads\support-text.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1640","2026-05-26 11:56:24"
"components\cat-4\c4-b-ai-extraction-parser\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","889","2026-05-26 11:56:24"
"components\cat-4\c4-b-ai-extraction-parser\workflows\c4-b-core-ai-extraction-parser-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","24490","2026-05-26 12:15:12"
"components\cat-4\c4-c-ai-summary-generator\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","366","2026-05-25 20:19:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","7488","2026-05-26 14:10:53"
"components\cat-4\c4-d-ai-content-generation-pipeline\output-samples\error-content-generation-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","569","2026-05-26 14:11:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\output-samples\error-missing-client-profile.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","560","2026-05-26 14:11:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\output-samples\error-missing-content-brief.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","572","2026-05-26 14:11:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","644","2026-05-26 14:11:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\output-samples\success-blog-draft.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","3089","2026-05-26 14:11:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\output-samples\success-linkedin-post.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2790","2026-05-26 14:11:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\output-samples\success-risky-ad-copy.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2514","2026-05-26 14:11:29"
"components\cat-4\c4-d-ai-content-generation-pipeline\test-payloads\blog-draft.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2977","2026-05-26 12:49:36"
"components\cat-4\c4-d-ai-content-generation-pipeline\test-payloads\content-generation-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","861","2026-05-26 12:49:36"
"components\cat-4\c4-d-ai-content-generation-pipeline\test-payloads\linkedin-post.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","3588","2026-05-26 12:49:36"
"components\cat-4\c4-d-ai-content-generation-pipeline\test-payloads\missing-client-profile.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","732","2026-05-26 12:49:36"
"components\cat-4\c4-d-ai-content-generation-pipeline\test-payloads\missing-content-brief.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","917","2026-05-26 12:49:36"
"components\cat-4\c4-d-ai-content-generation-pipeline\test-payloads\risky-ad-copy.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2213","2026-05-26 12:49:36"
"components\cat-4\c4-d-ai-content-generation-pipeline\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","954","2026-05-26 12:49:36"
"components\cat-4\c4-d-ai-content-generation-pipeline\workflows\c4-d-core-ai-content-generation-pipeline-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","25183","2026-05-26 14:08:14"
"components\cat-4\c4-e-ai-email-draft-generator\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","6151","2026-05-25 23:44:29"
"components\cat-4\c4-e-ai-email-draft-generator\output-samples\error-email-draft-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","546","2026-05-25 23:44:56"
"components\cat-4\c4-e-ai-email-draft-generator\output-samples\error-missing-client-profile.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","548","2026-05-25 23:44:56"
"components\cat-4\c4-e-ai-email-draft-generator\output-samples\error-missing-llm-config.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","519","2026-05-25 23:44:56"
"components\cat-4\c4-e-ai-email-draft-generator\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","632","2026-05-25 23:44:56"
"components\cat-4\c4-e-ai-email-draft-generator\output-samples\success-first-response-email.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2341","2026-05-25 23:44:56"
"components\cat-4\c4-e-ai-email-draft-generator\output-samples\success-follow-up-email.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2348","2026-05-25 23:44:56"
"components\cat-4\c4-e-ai-email-draft-generator\test-payloads\email-draft-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","779","2026-05-25 23:21:45"
"components\cat-4\c4-e-ai-email-draft-generator\test-payloads\first-response-email.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","4013","2026-05-25 23:21:45"
"components\cat-4\c4-e-ai-email-draft-generator\test-payloads\follow-up-email.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2482","2026-05-25 23:21:45"
"components\cat-4\c4-e-ai-email-draft-generator\test-payloads\missing-client-profile.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","760","2026-05-25 23:21:45"
"components\cat-4\c4-e-ai-email-draft-generator\test-payloads\missing-llm-config.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","775","2026-05-25 23:21:45"
"components\cat-4\c4-e-ai-email-draft-generator\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","797","2026-05-25 23:21:45"
"components\cat-4\c4-e-ai-email-draft-generator\workflows\c4-e-core-ai-email-draft-generator-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","18701","2026-05-25 23:41:01"
"components\cat-4\c4-f-ai-content-repurpose-engine\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","358","2026-05-25 20:19:29"
"components\cat-4\c4-l-lead-qualification-pipeline\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","6622","2026-05-26 00:52:08"
"components\cat-4\c4-l-lead-qualification-pipeline\output-samples\error-missing-client-profile.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","580","2026-05-26 00:59:44"
"components\cat-4\c4-l-lead-qualification-pipeline\output-samples\error-qualification-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","580","2026-05-26 00:59:44"
"components\cat-4\c4-l-lead-qualification-pipeline\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","690","2026-05-26 00:59:44"
"components\cat-4\c4-l-lead-qualification-pipeline\output-samples\success-manual-review-duplicate.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1821","2026-05-26 00:59:44"
"components\cat-4\c4-l-lead-qualification-pipeline\output-samples\success-possible-fit-lead.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1029","2026-05-26 00:59:44"
"components\cat-4\c4-l-lead-qualification-pipeline\output-samples\success-qualified-lead.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1983","2026-05-26 00:59:44"
"components\cat-4\c4-l-lead-qualification-pipeline\output-samples\success-unqualified-lead.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1057","2026-05-26 00:59:44"
"components\cat-4\c4-l-lead-qualification-pipeline\test-payloads\manual-review-duplicate.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1348","2026-05-26 00:31:05"
"components\cat-4\c4-l-lead-qualification-pipeline\test-payloads\missing-client-profile.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","715","2026-05-26 00:31:05"
"components\cat-4\c4-l-lead-qualification-pipeline\test-payloads\possible-fit-lead.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2536","2026-05-26 00:31:05"
"components\cat-4\c4-l-lead-qualification-pipeline\test-payloads\qualification-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","861","2026-05-26 00:31:05"
"components\cat-4\c4-l-lead-qualification-pipeline\test-payloads\qualified-lead.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2731","2026-05-26 00:31:05"
"components\cat-4\c4-l-lead-qualification-pipeline\test-payloads\unqualified-lead.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2316","2026-05-26 00:31:05"
"components\cat-4\c4-l-lead-qualification-pipeline\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","897","2026-05-26 00:31:05"
"components\cat-4\c4-l-lead-qualification-pipeline\workflows\c4-l-core-lead-qualification-pipeline-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","21520","2026-05-26 00:48:56"
"components\cat-4\c4-m-ai-draft-approval-pipeline\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","5366","2026-05-25 20:59:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\output-samples\error-ai-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","638","2026-05-25 21:00:43"
"components\cat-4\c4-m-ai-draft-approval-pipeline\output-samples\error-missing-ai-result.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","503","2026-05-25 21:00:43"
"components\cat-4\c4-m-ai-draft-approval-pipeline\output-samples\error-missing-reviewer.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","512","2026-05-25 21:00:43"
"components\cat-4\c4-m-ai-draft-approval-pipeline\output-samples\success-blog-draft-approval.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","3566","2026-05-25 21:00:43"
"components\cat-4\c4-m-ai-draft-approval-pipeline\output-samples\success-email-draft-approval.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","3628","2026-05-25 21:00:43"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\ai-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","990","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\blog-draft-approval.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2205","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\email-draft-approval.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2403","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\missing-ai-result.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","676","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\test-payloads\missing-reviewer.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1036","2026-05-25 20:21:34"
"components\cat-4\c4-m-ai-draft-approval-pipeline\workflows\c4-m-core-ai-draft-approval-pipeline-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","12191","2026-05-25 20:57:35"
"components\cat-4\c4-t-ocr-document-processing-pipeline\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","6394","2026-05-26 19:31:03"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-document-processing-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","618","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-missing-file.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","582","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-oversized-file.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","743","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-unsupported-extension.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","794","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","688","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-image-receipt-ocr.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1967","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-pdf-needs-ocr.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2149","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-pdf-text-ready.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2111","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\output-samples\success-txt-ready.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2053","2026-05-26 19:31:50"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\document-processing-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","649","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\image-receipt-ocr.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1422","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\missing-file.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","536","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\oversized-file.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1029","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\pdf-needs-ocr.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1438","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\pdf-text-ready.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1627","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\txt-ready.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1577","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\unsupported-extension.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1019","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","678","2026-05-26 19:18:08"
"components\cat-4\c4-t-ocr-document-processing-pipeline\workflows\c4-t-core-ocr-document-processing-pipeline-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","17706","2026-05-26 19:26:03"
"components\cat-5\c5-a-basic-dashboard-view\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","357","2026-05-25 18:27:55"
"components\cat-5\c5-b-client-portal-table\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","370","2026-05-25 18:27:55"
"components\cat-5\c5-c-reporting-data-model\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","382","2026-05-25 18:27:55"
"components\cat-5\c5-d-kpi-summary-builder\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","359","2026-05-25 18:27:55"
"components\cat-5\c5-e-manual-review-queue\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","4779","2026-05-25 22:24:17"
"components\cat-5\c5-e-manual-review-queue\output-samples\error-review-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","565","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","653","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-approval-review.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1462","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-consent-review.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1530","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-error-retry-review.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1552","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\output-samples\success-possible-duplicate-review.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1537","2026-05-25 22:24:55"
"components\cat-5\c5-e-manual-review-queue\test-payloads\approval-review.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1069","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\consent-review.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1019","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\error-retry-review.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1123","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\possible-duplicate-review.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1118","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\review-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","654","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","636","2026-05-25 22:16:56"
"components\cat-5\c5-e-manual-review-queue\workflows\c5-e-core-manual-review-queue-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","12064","2026-05-25 22:21:50"
"components\cat-5\c5-l-file-preview\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","363","2026-05-25 21:39:26"
"components\cat-5\c5-t-export-reports\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","366","2026-05-25 21:39:26"
"components\cat-5\c5-w-automation-status-control-table\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","4755","2026-05-25 18:39:23"
"components\cat-5\c5-w-automation-status-control-table\output-samples\error-missing-input.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","321","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-completed-lead-status.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1405","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-error-logged-status.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1477","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-manual-review-status.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1385","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\output-samples\success-pending-approval-status.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1509","2026-05-25 18:40:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\completed-lead-status.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1003","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\error-logged-status.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1258","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\manual-review-status.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","754","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\missing-input.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","142","2026-05-25 18:28:30"
